id,website,make,model,version,fuel,year,kms,power,doors,shift,color,photos,price,location,publish_date,dealer_id,dealer_is_professional
531571,website_4,rolls-royce,cullinan,,Gas,2023,4500,571,5,Automático,NEGRO,0,599000,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
903056,website_4,land-rover,range-rover-sport,Range Rover Sport 3.0SDV6 HSE Aut. 249,Diésel,2018,67100,249,5,Automático,GRIS,17,599002,Ciudad Real,2024-01-26,44042380a59d6f4c09bc0289a4b8d325,1
157797,website_4,volvo,xc90,"CORE, B5 (DIESEL) AWD, DIeSEL, 7 ASIENTOS",Diésel,2023,13068,235,5,Automático,SILVER DAWN / METALIZADO,20,599002,Valencia,2024-03-14,e0b85c8c6fb0c6c2819f742dc77d93b3,1
157754,website_4,volvo,xc90,B5 Core AWD Aut.,Diésel,2023,14335,235,5,Automático,GRIS PLATA,0,599003,Madrid,2024-01-19,6d540f2ae8e511a6583ced3bc22246b0,1
810592,website_4,bmw,x5,xDrive45e,Híbrido,2019,64164,394,5,Automático,NEGRO / METALIZADO,50,599005,Valladolid,2024-04-26,25d17af3e6930e342325a70b327ee4c9,1
845897,website_4,fiat,bravo,1.4TJet Sport 150,Gas,2009,130000,150,5,Manual,GRANATE,29,599014,La Coruña,2023-11-19,6b13e83af38e87a703881de945640bf3,1
768480,website_5,Bmw,X5,xDrive 40dA xLine,Diésel,2021,75593,340,0,,,15,599279,Valencia,2024-04-23,9080ebed747944128fa25c854bcdf513,1
835626,website_4,ferrari,sf90,Spider,Híbrido,2023,8900,1000,2,Automático,ROJO,6,599500,Murcia,2024-03-03,f1264148fe6940c1a7e12473be27845a,1
835624,website_4,ferrari,sf90,Spider,Híbrido,2023,8900,1000,2,Automático,ROJO,4,599900,Murcia,2024-02-18,f1264148fe6940c1a7e12473be27845a,1
103905,website_4,rolls-royce,dawn,6.6 V12,Gas,2021,6886,571,2,Automático,NEGRO / METALIZADO,15,599900,Madrid,2023-10-05,b65f865c54d5a32a5990d5c44a5575a4,1
305634,website_4,mercedes-benz,clase-gle,Clase GLE Coupé 350d 4Matic Aut.,Diésel,2018,67200,258,5,Automático,GRIS,28,599903,Badajoz,2024-04-02,a263b02c07e2558c0315256793df1cbe,1
919746,website_4,mercedes-benz,clase-e,Clase E Coupé 220 d,Diésel,2023,16825,194,0,Automático,GRIS SELENITA (METALIZADO) / METALIZADO,0,599903,Madrid,2024-02-04,abf32f86fa9d093661debbeb5af7fae6,1
91354,website_4,porsche,911,Carrera S Cabriolet PDK,Gas,2011,138000,400,2,Automático,GRIS / METALIZADO,14,599903,Valencia,2024-03-12,f2f2dd21428396861a8f9f1f1522a02d,1
592027,website_2,PORSCHE,911,PORSCHE 911 911 3.6 TURBO COUPE 2p.,Gasolina,1993,62103,0,0,,,56,599911,Toledo,2024-02-21,eb7183c3684f13406b33368d0dd66c31,1
532128,website_4,bmw,serie-1,Serie 1 120dA,Diésel,2010,254000,177,5,Automático,GRIS / METALIZADO,27,599914,Málaga,2024-02-01,16c0e0ef46b2c2470152ef759bae1d01,1
91707,website_4,porsche,boxster,S PDK,Gas,2017,36000,350,2,Automático,GRIS,19,599959,Barcelona,2024-03-09,52bb6b61c2b01cebc670358c14dea759,1
280008,website_4,lamborghini,aventador,SuperVeloce LP 750-4 Roadster,Gasolina,2017,1000,750,2,Automático,BLANCO / METALIZADO,14,599990,Murcia,2023-11-13,68c2e781508d74ef120b5c7561f6619a,1
218164,website_4,ferrari,812,GTS,Gas,2022,6500,799,0,Automático,NeroDaytona,17,599999,Málaga,2023-09-28,a3d2de7675556553a5f08e4c88d2c228,0
985767,website_4,ferrari,812,GTS,Gas,2022,1,799,2,Automático,ROSSO MAGMA,17,599999,Málaga,2024-01-31,ca6965ac2f7e609cd42d456d94f0bbf5,1
985768,website_4,ferrari,812,GTS,Gasolina,2022,1,799,2,Automático,ROSSO MAGMA,16,599999,Málaga,2024-04-11,ca6965ac2f7e609cd42d456d94f0bbf5,1
266268,website_4,ferrari,812,GTS,Gasolina,2022,1,799,2,Automático,ROSSO MAGMA,19,599999,Málaga,2024-05-01,ca6965ac2f7e609cd42d456d94f0bbf5,1
910801,website_4,mclaren,765lt,,Gas,2021,12450,0,2,Automático,AZUL,29,601900,Madrid,2023-12-02,b65f865c54d5a32a5990d5c44a5575a4,1
531407,website_4,mercedes-benz,eqb,300 4Matic,Eléctrico,2023,3004,228,5,Automático,BLANCO / METALIZADO,18,602002,Barcelona,2024-03-14,5b0c95b213ac0964637172e3bada81d9,1
332547,website_4,mercedes-benz,eqb,350 4Matic,Eléctrico,2023,7571,292,5,Automático,NEGRO / METALIZADO,16,602002,Barcelona,2024-02-27,5b0c95b213ac0964637172e3bada81d9,1
558992,website_2,MERCEDES-BENZ,Clase G,MERCEDES-BENZ Clase G MercedesAMG G 63 5p.,Gasolina,2024,3,0,0,,,12,603000,Murcia,2024-02-21,119549fb250878c3c837c8ecc6ebd86a,1
531405,website_4,mercedes-benz,eqb,300 4Matic,Eléctrico,2023,2670,228,5,Automático,GRIS,19,605003,Barcelona,2024-05-07,5b0c95b213ac0964637172e3bada81d9,1
103921,website_4,rolls-royce,phantom,6.7 V12,Gas,2021,9292,571,4,Automático,MIDNIGHT SAPPHIRE / METALIZADO,24,608900,Madrid,2023-03-26,b65f865c54d5a32a5990d5c44a5575a4,1
214475,website_4,bmw,x1,xDrive30A,Eléctrico,2023,1,313,5,Automático,NEGRO,39,609001,Alicante,2024-02-10,e7b30618151be0a38157897b77375a61,1
532818,website_4,bmw,x3,xDrive 20dA xLine,Diésel,2023,12770,190,5,Automático,SAPHIRSCHWARZ (METALIZADO) / METALIZADO,17,609002,Pontevedra,2024-02-10,e902e1b96fbd346b2112c562e1306054,1
332514,website_4,mercedes-benz,clase-glc,Clase GLC 220d 4Matic 9G-Tronic,Diésel,2023,14080,197,5,Automático,AZUL / METALIZADO,37,609003,Madrid,2024-02-28,23cf2d278bd44326c68793529866ef21,1
910089,website_4,land-rover,range-rover-velar,Range Rover Velar 3.0D R-Dynamic SE 4WD Aut. 275,Diésel,2020,39240,275,5,Automático,BLANCO,28,609003,Barcelona,2024-04-18,57ec4fa68b9734068c9bc6dd6efb8a9b,1
910090,website_4,land-rover,range-rover-velar,Range Rover Velar 3.0D R-Dynamic SE 4WD Aut. 275,Diésel,2020,38590,275,5,Automático,NEGRO,28,609003,Barcelona,2024-04-18,57ec4fa68b9734068c9bc6dd6efb8a9b,1
280009,website_4,lamborghini,aventador,SuperVeloce LP 750-4 Roadster,Gas,2017,2000,750,2,Automático,ROJO / METALIZADO,20,609900,Murcia,2024-01-07,68c2e781508d74ef120b5c7561f6619a,1
205499,website_4,bmw,serie-2,M2A Competition,Gas,2019,30500,410,0,Automático,Azul/Metalizado,41,609902,Madrid,2023-07-08,a3d2de7675556553a5f08e4c88d2c228,0
219705,website_4,mercedes-benz,eqe,350,Eléctrico,2022,12491,292,0,Automático,RojoJacintometalizado(designo),12,609903,Madrid,2023-10-26,a3d2de7675556553a5f08e4c88d2c228,0
214391,website_4,aston-martin,vantage,Roadster,Gasolina,2023,50,510,2,Automático,VERDE,15,611900,Madrid,2023-12-03,b65f865c54d5a32a5990d5c44a5575a4,1
228732,website_4,mercedes-benz,eqb,300 4Matic,Eléctrico,2023,3004,228,5,Automático,BLANCO / METALIZADO,18,612001,Barcelona,2024-03-14,5b0c95b213ac0964637172e3bada81d9,1
306402,website_4,mercedes-benz,eqb,350 4Matic,Eléctrico,2023,7571,292,5,Automático,NEGRO / METALIZADO,16,612001,Barcelona,2024-02-27,5b0c95b213ac0964637172e3bada81d9,1
928884,website_4,mercedes-benz,eqe,350+,Eléctrico,2022,38364,292,4,Automático,GRIS,19,613002,Barcelona,2024-01-15,5b0c95b213ac0964637172e3bada81d9,1
228189,website_4,mclaren,765lt,,Gas,2022,150,0,2,Automático,NEGRO,26,613900,Madrid,2023-09-29,b65f865c54d5a32a5990d5c44a5575a4,1
731402,website_4,ferrari,sf90,Spider,Híbrido,2022,1558,1000,2,Automático,GRIS,20,613900,Madrid,2023-12-22,b65f865c54d5a32a5990d5c44a5575a4,1
985829,website_4,ferrari,sf90,Spider,Híbrido,2022,1000,1000,2,Automático,ROSSO FORMULA 1 2007,118,613999,Málaga,2024-04-12,ca6965ac2f7e609cd42d456d94f0bbf5,1
294491,website_4,mercedes-benz,clase-c,Clase C Coupé 43 AMG 4Matic Aut.,Gas,2021,29750,390,2,Automático,ROJO / METALIZADO,38,614001,Barcelona,2024-02-07,f6df96fd776479cad1a5ecfb5f4746a4,1
166069,website_2,FERRARI,488,FERRARI 488 Spider DCT,Gasolina,2020,9800,0,0,,,18,615000,Murcia,2023-05-30,119549fb250878c3c837c8ecc6ebd86a,1
531570,website_4,rolls-royce,cullinan,,Gas,2023,95,571,5,Automático,NEGRO,0,615000,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
835629,website_4,ferrari,sf90,Spider,Híbrido,2022,900,1000,2,Automático,ROJO,6,615800,Murcia,2024-02-25,f1264148fe6940c1a7e12473be27845a,1
731403,website_4,ferrari,sf90,Spider,Híbrido,2022,2125,1000,2,Automático,NEGRO,26,615900,Madrid,2023-12-22,b65f865c54d5a32a5990d5c44a5575a4,1
799969,website_4,bmw,serie-7,Serie 7 730dA xDrive,Diésel,2022,41898,285,4,Automático,NEGRO / METALIZADO,21,618002,Alicante,2024-04-21,779707ff02df9db142c7f8307fc00aef,1
921143,website_4,mercedes-benz,clase-glc,Clase GLC 220 d 4Matic AMG Line (EURO 6d),Diésel,2022,43625,197,5,Automático,-,20,619002,La Rioja,2024-04-23,eaa89cc50f22b4493b9695b27b397168,1
306415,website_4,mercedes-benz,eqc,400 4MATIC,Eléctrico,2022,13972,408,5,Automático,GRIS / METALIZADO,39,619002,Barcelona,2024-01-23,f6df96fd776479cad1a5ecfb5f4746a4,1
241959,website_4,volkswagen,tiguan,2.0 TSI 235KW R DSG 4WD 320 5P,Gas,2023,4,320,5,Automático,NEGRO PROFUNDO EFECTO PERLA,26,619003,Tarragona,2024-03-08,3f33693e288b251dfd37e33d7a1d08a5,1
219190,website_4,lexus,lc,500h Luxury,Híbrido,2017,90838,359,2,Automático,-,10,619003,La Coruña,2024-01-19,038b1cb8111e5e954bc61015c11878bd,1
241962,website_4,volkswagen,tiguan,2.0 TSI 235KW R DSG 4WD 320 5P,Gas,2023,1200,320,5,Automático,BLANCO ORYX EFECTO N­CAR,25,619003,Tarragona,2024-03-08,3f33693e288b251dfd37e33d7a1d08a5,1
205030,website_4,alpine-1,a110,Legende,Gasolina,2021,29187,252,2,Automático,GLACIAR,31,619504,La Rioja,2024-01-29,ad1e4dd085676c06d6fab96b7f102f2e,1
731414,website_4,ferrari,sf90,Stradale,Híbrido,2022,1300,1000,2,Automático,ROJO,21,619900,Barcelona,2024-01-03,a262d74008697113ae3b92ae40bb5bfb,1
835621,website_4,ferrari,sf90,Spider,Híbrido,2023,8800,1000,2,Automático,ROJO,31,619900,Madrid,2023-12-22,b65f865c54d5a32a5990d5c44a5575a4,1
736878,website_4,mclaren,765lt,,Gas,2022,150,0,2,Automático,NEGRO,26,619900,Madrid,2023-12-02,b65f865c54d5a32a5990d5c44a5575a4,1
177299,website_2,FERRARI,SF90,FERRARI SF90 STRADALE,,2022,1300,0,0,,,21,619900,Barcelona,2023-07-31,3536b355f92969ec5c816dc55ecd8d97,1
737006,website_4,mercedes-benz,clase-e,Clase E 220 d Coupé,Diésel,2023,2109,194,2,Automático,NEGRO OBSIDIANA (METALIZADO) / METALIZADO,11,619902,Madrid,2024-03-02,abf32f86fa9d093661debbeb5af7fae6,1
772436,website_4,audi,a5,RS5 Sportback 2.9 TFSI quattro tiptronic,Gas,2020,66000,450,5,Automático,NARDO GREY,125,619991,Alicante,2024-02-04,4932de99ec74e80005c753d2c3d8a637,1
241128,website_4,rolls-royce,cullinan,,Gas,2023,3000,571,5,Automático,DIAMOND BLACK / METALIZADO,46,619999,Valencia,2023-12-25,e495b04c7149d2c10e738046569d6914,1
835633,website_4,ferrari,sf90,Stradale,Híbrido,2022,4000,1000,2,Automático,GIALLO TRIPLE STRATO / METALIZADO,145,619999,Valencia,2024-01-26,e495b04c7149d2c10e738046569d6914,1
837845,website_2,ROLLS-ROYCE,CULLINAN,ROLLS-ROYCE CULLINAN BLACK BADGE 600CV,Gasolina,2023,3000,600,0,,,49,619999,Valencia,2023-09-14,5572aca16cf9c44152f34c5e342fd780,1
177298,website_2,FERRARI,SF90,FERRARI SF90 STRADALE,Híbrido enchufable,2022,4000,0,0,,,48,619999,Valencia,2024-01-02,5572aca16cf9c44152f34c5e342fd780,1
177300,website_2,FERRARI,SF90,FERRARI SF90 STRADALE,,2022,4000,0,0,,,48,619999,Valencia,2024-01-02,5572aca16cf9c44152f34c5e342fd780,1
531569,website_4,rolls-royce,cullinan,,Gas,2023,80,571,5,Automático,ARTIC WHITE,0,620000,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
91252,website_4,porsche,911,Carrera 4S Coupé Tiptronic,Gas,2008,61500,355,2,Automático,BLANCO,27,620005,Barcelona,2024-03-14,393761d7137540e231c7e8c3cacb6541,1
955707,website_4,skoda,citigo,1.0 MPI Ambition 44kW,Gas,2018,93762,60,5,Manual,PLATA,19,620022,Barcelona,2024-01-30,5069121742b5049d4a0f895d547a61b6,1
280000,website_4,lamborghini,aventador,Roadster SVJ,Gas,2021,12500,770,2,Automático,VERDE,20,622900,Madrid,2023-12-17,b65f865c54d5a32a5990d5c44a5575a4,1
227185,website_4,ferrari,sf90,Spider,Híbrido,2023,2500,1000,2,Automático,NEGRO,15,623900,Madrid,2023-12-22,b65f865c54d5a32a5990d5c44a5575a4,1
986843,website_4,fiat,ducato-m1,Ducato M1 Panorama 30 2.3 Multijet VGT SCR L1 140CV,Diésel,2021,31000,140,5,Manual,GRIS / METALIZADO,130,624751,Barcelona,2024-01-28,657358ef13315eeae3189515783f492c,1
279992,website_4,lamborghini,aventador,LP770-4 SVJ,Gas,2019,1690,0,2,Automático,VERDE,29,624900,Madrid,2023-09-18,b65f865c54d5a32a5990d5c44a5575a4,1
306223,website_4,mercedes-benz,clase-v,Clase V 250d 190cv Larga,Diésel,2023,14000,190,5,Automático,NEGRO / METALIZADO,38,624901,Barcelona,2024-04-03,4ca2e0e643266976d01aa3a1b7ba8abc,1
772799,website_4,audi,a6,RS 6 Avant 4.0 TFSI performance Q. Tip.,Gas,2016,78000,605,5,Automático,GRIS,24,624904,Sevilla,2024-02-10,b738544bf909948fcae2deb6e677e26c,1
531575,website_4,rolls-royce,ghost,Black Badge,Gas,2023,80,600,4,Automático,BLACK DIAMOND,0,625000,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
241149,website_4,rolls-royce,wraith,Black Badge,Gas,2023,100,623,2,Automático,SAPPHIRE BLACK,0,625000,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
332227,website_4,lamborghini,aventador,LP770-4 SVJ,Gas,2019,6950,0,2,Automático,AMARILLO,7,625000,Murcia,2024-01-22,f1264148fe6940c1a7e12473be27845a,1
798859,website_4,bmw,serie-3,Serie 3 M340iA xDrive,Gas,2022,2000,374,4,Automático,AZUL METALIZADO / METALIZADO,41,625002,Madrid,2024-03-24,fa8d7bba3690f27d285d50b334011d87,1
295905,website_4,mercedes-benz,clase-gle,Clase GLE 300d 4Matic Aut.,Diésel,2021,47679,245,5,Automático,NEGRO,20,629002,Madrid,2024-02-28,42331e2f9cd7025ca13ee14108446a84,1
772432,website_4,audi,a5,RS5 Sportback 2.9 TFSI quattro tiptronic 331kW,Gas,2019,72000,450,5,Automático,GRIS / METALIZADO,50,629003,Sevilla,2024-02-29,b6cce1d2ea012409f22932d7e11c396e,1
798807,website_4,bmw,serie-3,Serie 3 M3,Gas,2018,97600,431,4,Automático,AZUL,30,629003,Alicante,2024-02-01,779707ff02df9db142c7f8307fc00aef,1
986842,website_4,fiat,ducato-m1,Ducato M1 Panorama 30 2.3 Multijet VGT SCR L1 140CV,Diésel,2021,31000,140,5,Manual,GRIS / METALIZADO,130,629752,Barcelona,2024-01-28,657358ef13315eeae3189515783f492c,1
785085,website_4,audi,q8,45 TDI 170kW (231CV) quattro tiptronic,Híbrido,2019,89389,231,5,Automático,OTROS,27,629902,Madrid,2024-03-12,918756d3233a153fe73dc2aa974a7492,1
970507,website_2,LAMBORGHINI,AVENTADOR,LAMBORGHINI AVENTADOR SVJ,Gasolina,2022,14950,0,0,,,16,630000,Murcia,2023-08-09,119549fb250878c3c837c8ecc6ebd86a,1
531573,website_4,rolls-royce,cullinan,Todoterreno  Automático de 5 Puertas,Gas,2023,100,600,5,Automático,NEGRO,5,630000,Murcia,2024-01-22,f1264148fe6940c1a7e12473be27845a,1
227134,website_4,ferrari,812,GTS,Gasolina,2023,150,799,2,Automático,BLU POZZI,0,630000,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
509639,website_2,LAMBORGHINI,AVENTADOR,LAMBORGHINI AVENTADOR SVJ,Gasolina,2022,14950,0,0,,,15,630000,Murcia,2023-05-14,119549fb250878c3c837c8ecc6ebd86a,1
949618,website_4,seat,ibiza,ST 1.6TDI CR Copa Style 105,Diésel,2011,166000,105,5,Manual,NEGRO / METALIZADO,10,630016,Murcia,2024-04-28,223e65a1eb85ee50101e35682881db6d,1
903184,website_4,land-rover,range-rover-velar,Range Rover Velar r-dynamic,Diésel,2022,45673,300,4,Automático,BLANCO,21,634992,Valencia,2024-04-18,980f12ff0fb249daed15893804c10dde,1
240916,website_4,porsche,911,S/T,Gas,2023,200,525,2,Automático,AZUL,0,635000,Murcia,2024-01-22,f1264148fe6940c1a7e12473be27845a,1
835622,website_4,ferrari,sf90,Spider,Híbrido,2022,750,1000,2,Automático,ROJO,4,635000,Murcia,2024-01-30,f1264148fe6940c1a7e12473be27845a,1
266202,website_4,ferrari,488-spider,488 Spider Pista,Gasolina,2019,17452,720,2,Automático,PLATA,29,636900,Madrid,2024-01-08,b65f865c54d5a32a5990d5c44a5575a4,1
227781,website_4,lamborghini,aventador,LP740-4 S,Gas,2022,120,0,2,Automático,BLANCO,15,636900,Madrid,2023-12-19,b65f865c54d5a32a5990d5c44a5575a4,1
279995,website_4,lamborghini,aventador,LP770-4 SVJ,Gas,2021,2800,0,2,Automático,AMARILLO / METALIZADO,14,637850,Murcia,2023-11-13,68c2e781508d74ef120b5c7561f6619a,1
531572,website_4,rolls-royce,cullinan,Todoterreno  Automático de 5 Puertas,Gas,2023,60,600,5,Automático,NEGRO,0,639000,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
986841,website_4,fiat,ducato-m1,Ducato M1 Panorama 30 2.3 Multijet VGT SCR L1 140CV,Diésel,2021,31000,140,5,Manual,GRIS / METALIZADO,130,639752,Barcelona,2024-01-28,657358ef13315eeae3189515783f492c,1
332767,website_4,porsche,996,911 Turbo,Gasolina,2003,162454,420,2,Manual,NEGRO,50,639901,Valencia,2024-04-22,5aab1d6b5efc99a6bf744ec5ffad46f1,1
177301,website_2,FERRARI,SF90,FERRARI SF90 STRADALE,,2024,560,0,0,,,24,640000,Madrid,2024-03-24,b50cd92dff51f716d69a87bb81a24519,1
731413,website_4,ferrari,sf90,Stradale,Híbrido,2024,560,1000,2,Automático,ROJO,20,640000,Madrid,2024-02-01,28378507135c4cbaa1680b345e8a50c0,1
103894,website_4,rolls-royce,cullinan,,Gas,2021,12000,571,5,Automático,NEGRO / METALIZADO,26,643900,Madrid,2023-11-19,b65f865c54d5a32a5990d5c44a5575a4,1
214439,website_4,audi,q3,Sportback 40 TDI Black line quattro S tronic 147kW,Diésel,2024,50,200,5,Automático,BLANCO,11,644001,Barcelona,2024-04-25,8a8ba014235900d163ae2ba83c9482ed,1
214440,website_4,audi,q3,Sportback 40 TDI Black line quattro S tronic 147kW,Diésel,2024,200,200,5,Automático,GRIS,10,644001,Barcelona,2024-04-01,8a8ba014235900d163ae2ba83c9482ed,1
266201,website_4,ferrari,488-spider,488 Spider Pista,Gasolina,2020,7570,720,2,Automático,ROJO,18,644900,Madrid,2023-08-01,b65f865c54d5a32a5990d5c44a5575a4,1
835660,website_4,ferrari,sf90,Stradale,Híbrido Enchufable,2021,310,1000,2,Automático,VERDE,6,644900,Madrid,2023-09-13,b65f865c54d5a32a5990d5c44a5575a4,1
772804,website_4,audi,a6,RS6 Avant 4.0 TFSI quattro Tiptronic,Gas,2014,80000,560,5,Automático,GRIS,35,644991,Barcelona,2024-01-27,9eedb3f58e981acee64c9b7ffeb17d58,1
227131,website_4,ferrari,812,GTS,Gas,2024,150,799,2,Automático,VERDE,5,645000,Murcia,2024-01-23,f1264148fe6940c1a7e12473be27845a,1
835628,website_4,ferrari,sf90,Spider,Híbrido,2021,1900,1000,2,Automático,BLANCO,6,645000,Murcia,2024-01-28,f1264148fe6940c1a7e12473be27845a,1
785145,website_4,audi,q8,50 TDI quattro tiptronic,Diésel,2019,76000,286,5,Automático,GRIS,46,649003,Valencia,2023-11-17,96bb1eef6b543c123e5f39a869937fc3,1
332939,website_4,porsche,panamera,4S Diesel Aut.,Diésel,2017,140000,422,5,Automático,GRIS,26,649006,Barcelona,2024-03-23,a262d74008697113ae3b92ae40bb5bfb,1
219559,website_4,mercedes-benz,clase-e,Cabrio Mercedes-AMG 53 4MATIC+,Híbrido,2019,85359,435,0,Automático,Azulcavansita(metalizado)/Metalizado,20,649906,Madrid,2023-08-09,a3d2de7675556553a5f08e4c88d2c228,0
177291,website_2,FERRARI,SF90,FERRARI SF90,Gasolina,2022,1000,0,0,,,18,649999,Málaga,2024-01-21,4290307f57d8ff776120d2fa94187497,1
985830,website_4,ferrari,sf90,Stradale,Híbrido,2022,1000,1000,2,Automático,ROSSO CORSA,19,649999,Málaga,2024-03-24,ca6965ac2f7e609cd42d456d94f0bbf5,1
970506,website_2,LAMBORGHINI,AVENTADOR,LAMBORGHINI AVENTADOR SVJ,Gasolina,2020,163,0,0,,,11,650000,Murcia,2023-08-12,119549fb250878c3c837c8ecc6ebd86a,1
531574,website_4,rolls-royce,dawn,6.6 V12,Gas,2023,200,571,2,Automático,SAPPHIRE BLACK,0,650000,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
509638,website_2,LAMBORGHINI,AVENTADOR,LAMBORGHINI AVENTADOR SVJ,Gasolina,2020,163,0,0,,,10,650000,Murcia,2023-05-17,119549fb250878c3c837c8ecc6ebd86a,1
981160,website_4,ferrari,488-spider,488 Spider Pista,Gasolina,2021,3200,720,2,Automático,BLU SCOZIA,0,650000,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
531568,website_4,rolls-royce,cullinan,,Gas,2023,80,571,5,Automático,NEGRO,3,650000,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
332532,website_4,mercedes-benz,clase-sl,Clase SL 500 455 Aut.,Gas,2016,32868,455,2,Automático,GRIS,36,650003,Alicante,2023-12-28,39e93288178b9d2700f5206ca8247a40,1
890258,website_4,kia,carens,1.7CRDi VGT Eco-Dynamics Concept,Diésel,2018,312000,115,5,Manual,BLANCO,17,650013,Málaga,2024-03-01,6dc4fa16a11e897478ed7a2ab83c4553,1
241132,website_4,rolls-royce,cullinan,,Gas,2023,200,571,5,Automático,VERDE,29,652900,Madrid,2023-12-04,b65f865c54d5a32a5990d5c44a5575a4,1
810759,website_4,bmw,x6,xDrive 40iA,Gasolina,2019,65000,340,5,Automático,GRIS VERDOSO / METALIZADO,12,655001,Madrid,2024-04-03,ef03b4e5d4c7e905caaecc104a5d74a0,1
785130,website_4,audi,q8,50 TDI Black line quattro tiptronic,Diésel,2020,98792,286,5,Automático,PLATA FLORETE / METALIZADO,26,655002,Cádiz,2024-02-29,51ecdde752487b69b45496d1b0e2d90f,1
91685,website_4,porsche,boxster,PDK,Gas,2019,40000,300,2,Automático,METEOR MET 718,12,655004,Madrid,2024-02-22,7f226871c3ef9893422029c339de210b,1
736877,website_4,mclaren,765lt,,Gas,2022,25,0,2,Automático,AZUL,27,655900,Madrid,2023-09-29,b65f865c54d5a32a5990d5c44a5575a4,1
910797,website_4,mclaren,765lt,,Gas,2021,26,0,2,Automático,VERDE,20,657900,Madrid,2023-09-29,b65f865c54d5a32a5990d5c44a5575a4,1
241135,website_4,rolls-royce,cullinan,,Gas,2023,80,571,5,Automático,BLACK DIAMOND,0,658800,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
227197,website_4,ferrari,sf90,Stradale,Híbrido Enchufable,2023,150,1000,2,Automático,-,5,658900,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
144406,website_4,volvo,v90,B5 Ultimate Bright AWD Aut.,Diésel,2023,14807,235,5,Automático,AZUL / METALIZADO,35,659006,Madrid,2024-03-14,6d540f2ae8e511a6583ced3bc22246b0,1
997747,website_4,tesla,model-x,Model X Standard Range AWD,Eléctrico,2020,46300,525,5,Automático,BLANCO / METALIZADO,51,659006,Málaga,2024-01-08,d9b227e389320e318b23370335d90a5f,1
981159,website_4,ferrari,488-spider,488 Spider Pista,Gas,2020,4200,720,2,Automático,-,0,659500,Murcia,2023-12-15,f1264148fe6940c1a7e12473be27845a,1
280124,website_4,lamborghini,urus,4.0 V8 Aut.,Gas,2021,6421,650,5,Automático,DORADO,15,659900,Madrid,2023-12-21,b65f865c54d5a32a5990d5c44a5575a4,1
773001,website_4,audi,a8,L 50 TDI quattro tiptronic,Diésel,2020,118000,286,4,Automático,NEGRO / METALIZADO,50,659901,Madrid,2024-03-13,198577e0735a06bc099baeb32a88bfbd,1
949891,website_2,FERRARI,SF90,FERRARI SF90 Spider Assetto Fiorano,Gasolina,2023,300,0,0,,,52,659999,Valencia,2024-04-09,5572aca16cf9c44152f34c5e342fd780,1
731404,website_4,ferrari,sf90,Spider,Híbrido,2023,300,1000,2,Automático,ROSSO CORSA / METALIZADO,50,659999,Valencia,2024-04-11,e495b04c7149d2c10e738046569d6914,1
241144,website_4,rolls-royce,phantom,6.7 V12,Gas,2023,1,571,4,Automático,VIOLETA,0,660000,Madrid,2023-12-20,b65f865c54d5a32a5990d5c44a5575a4,1
531932,website_4,audi,rs3,Sportback quattro S tronic 294kW,Gasolina,2022,30000,400,5,Automático,NEGRO / METALIZADO,135,660006,Girona,2024-04-18,e948947bd6936f547bc0a294273dc1d3,1
240955,website_4,porsche,911,Deportivo  Automático de 3 Puertas,Gas,2023,1,551,3,Automático,GRIS,3,668900,Madrid,2023-09-13,b65f865c54d5a32a5990d5c44a5575a4,1
737117,website_4,mercedes-benz,eqe,350+,Eléctrico,2023,5000,292,4,Automático,PLATA HIGHTECH / METALIZADO,11,669001,Valencia,2024-04-22,d55974ca9182d224ce669ff4c018f777,1
980692,website_4,dodge,ram-1500,Ram 1500 5.7L V8 VVT eTorque Laramie Longhorn FWD,Gas,2019,48500,0,4,Automático,NEGRO / METALIZADO,17,669001,Madrid,2024-03-31,7f226871c3ef9893422029c339de210b,1
91684,website_4,porsche,boxster,PDK,Gas,2019,40000,300,2,Automático,METEOR MET 718,12,669001,Madrid,2024-02-22,7f226871c3ef9893422029c339de210b,1
205344,website_4,audi,q3,RS 2.5 TFSI quattro S tronic,Gas,2020,60794,400,0,Automático,Gris,9,669001,Valencia,2023-08-30,a3d2de7675556553a5f08e4c88d2c228,0
736979,website_4,mercedes-benz,clase-cle,Clase CLE 220 d Coupé[0-804],Diésel,2024,21,197,2,Automático,-,20,669001,La Rioja,2024-03-13,eaa89cc50f22b4493b9695b27b397168,1
761004,website_4,audi,a3,RS3 Sedán quattro S tronic,Gas,2021,15000,400,4,Automático,ROJO TANGO METALIZADO,19,669003,Málaga,2024-03-14,dae0004b4458102efc29e90bc68df408,1
